	BrMin	BrFactor_ADAPT	PoyntingFluxPerBSi	LperpTimesSqrtBSi	StocasticExponent	nChromoSiAWSoM	rMinWaveReflection	realization	pfss	UseSurfaceWaveRefl
250	1.623733304	1.041067814	937539.0925	268290	0.123602934	4.736397E+18	1.199672171	0.727272727	1	2
251	8.395735794	0.881747594	381199.7155	251722.9767	0.215284236	1.274816E+18	1.171795605	0.272727273	1	2
252	0.189938953	1.205754128	660221.1574	170785.8116	0.2582864	3.054385E+18	1.126545558	0.454545455	1	1
253	8.865316028	1.96893294	598993.1941	283879.8906	0.176712251	2.553103E+18	1.170889334	0.181818182	1	2
254	2.973311015	0.566771469	863802.1968	143289.9436	0.325617198	3.286384E+18	1.189480755	1	1	1
255	1.904487507	2.288588897	465859.4847	207132.0852	0.223740764	4.326666E+18	1.199820955	1	1	1
256	7.536233955	1.593427497	503516.7815	139089.6154	0.103898045	3.787328E+18	1.128608269	0.909090909	1	2
257	0.737298485	0.765649115	436311.722	80803.56063	0.300649154	7.668905E+17	1.095289985	1	1	2
258	9.567947998	2.674812002	323321.3879	103697.0902	0.144075921	4.915597E+18	1.163021178	0.363636364	1	1
259	5.319267993	0.954062731	718943.9997	174990.0062	0.186566215	2.673997E+18	1.130304771	0.727272727	1	2
260	1.513978771	1.851120526	643076.1673	49666.31306	0.337353658	1.889153E+18	1.167058306	0.909090909	1	1
261	4.661158298	0.83481356	562392.7521	226889.0931	0.159543117	1.612143E+18	1.130312325	0.545454545	1	1
262	6.460245885	1.118735773	479022.5314	280931.7069	0.32282392	4.591711E+18	1.198961403	1	1	2
263	9.282371183	0.618985265	1095000.964	34208.77803	0.270463823	4.223765E+18	1.105184242	1	1	2
264	2.629191014	1.916725465	367594.2622	190447.5398	0.11936882	4.904099E+17	1.083247077	0.818181818	1	1
265	2.483282851	1.478536117	765146.3926	119352.3818	0.19748915	2.448884E+18	1.197177695	0.727272727	1	2
266	7.842190671	0.804171025	752497.2854	287616.7956	0.13757813	1.065242E+18	1.1339858	0.818181818	1	1
267	7.035874964	2.323414038	355335.0126	89963.25345	0.185549257	1.824851E+18	1.077842161	1	1	2
268	3.210637553	0.98624832	491770.9183	111284.1341	0.252129815	3.573594E+18	1.132323838	0.818181818	1	1
269	5.000567501	1.236228687	574651.3318	57769.80562	0.205393244	5.472965E+17	1.181518024	0.727272727	1	1
270	4.979972332	1.09180715	706588.6153	73780.6141	0.118508375	4.290430E+18	1.161659956	0	1	2
271	6.769750572	0.869116816	1027014.781	163710.597	0.281468281	2.512033E+18	1.18180511	0.818181818	1	1
272	0.141661724	1.73361007	310573.0912	271631.9062	0.190864115	3.249964E+18	1.183228303	0.181818182	1	2
273	8.967142368	1.441052408	448571.0736	182736.8675	0.244311891	1.548701E+18	1.141675121	1	1	2
274	2.177364575	0.646952136	516262.8885	240494.7015	0.171016329	4.522411E+18	1.152990963	0.454545455	1	1
275	7.795692824	2.153993219	453215.6346	37419.52819	0.291327452	2.708036E+18	1.157636013	0.818181818	2	1
276	4.121018688	0.719267211	983597.0139	195411.7788	0.20259079	1.927917E+18	1.108292322	0.727272727	2	2
277	9.51357679	1.067994396	672864.1529	69576.40322	0.316792776	3.836213E+18	1.193494068	0.545454545	2	1
278	1.318158291	1.290546693	393551.2681	151040.0672	0.149746381	2.009916E+18	1.150737482	0.909090909	1	2
279	8.701425551	1.173537636	925285.86	98642.44364	0.181348045	3.352737E+18	1.167118158	0	2	2
280	4.382315699	2.441622958	411917.2169	260746.3597	0.33226	2.332923E+18	1.165167237	0.636363636	2	1
281	6.332618184	1.679301334	529479.3321	179294.5484	0.135216727	4.112346E+18	1.167826462	0.454545455	2	2
282	0.50585418	0.923431623	808323.4152	53536.75588	0.224612511	3.743397E+17	1.100001069	0.545454545	2	1
283	2.66388345	1.356151535	617262.5814	291854.2187	0.3067982	1.211100E+18	1.159692343	0	2	2
284	5.859454374	0.597916833	347565.7854	214584.6217	0.113810795	2.984809E+18	1.105535627	0.727272727	1	1
285	8.041537688	1.253056806	302001.7808	80082.82562	0.25605214	2.461214E+18	1.093589185	1	1	2
286	1.247486246	0.969429145	631607.6344	156800.7056	0.209080822	4.286335E+18	1.151596885	0.363636364	2	1
287	9.756003621	2.340109745	521748.0104	44710.89197	0.232536838	1.338218E+18	1.159425979	0.454545455	2	2
288	5.199609865	0.753362934	923584.0011	233992.7405	0.338163786	1.479224E+18	1.13147907	0.454545455	2	1
289	1.716681654	2.052395162	438417.4626	125675.826	0.189478394	3.159970E+18	1.194764143	0.636363636	2	2
290	4.780759183	0.630033923	357676.076	286011.2391	0.248007638	2.836395E+18	1.140622173	0.818181818	1	1
291	6.574962789	1.457979178	677470.5281	205049.9181	0.174945164	1.061518E+18	1.185153795	1	2	1
292	8.77204993	0.818671049	899677.9684	110086.5113	0.122086907	5.247675E+17	1.186219305	0.545454545	2	2
293	3.066230735	1.716559575	562923.732	249582.0537	0.271519313	3.963401E+18	1.191013799	0.909090909	2	1
294	1.977845579	1.142245003	966738.0694	60234.29129	0.285279959	3.504332E+18	1.086222561	0.181818182	2	2
295	4.233410221	1.341120567	533388.3194	105853.4634	0.312870505	3.989054E+17	1.136258279	0.454545455	2	1
296	7.434473112	1.017412737	400214.9371	47592.59449	0.146058857	3.424026E+18	1.19769042	1	1	2
297	3.456709827	2.422900064	340543.3405	136940.7568	0.287632091	1.675893E+18	1.092707205	0.727272727	2	2
298	1.430854478	0.702213107	742197.7978	209287.3474	0.275729565	1.216824E+18	1.178492299	0.272727273	1	1
299	8.58859557	0.547236394	576465.0984	192600.7832	0.303102508	4.973722E+18	1.146223001	0.090909091	1	2
300	0.387685094	1.406824318	458675.6272	246667.6495	0.109882016	1.998845E+18	1.136208793	0.818181818	2	1
301	9.365815646	1.628488604	394316.1909	224745.3297	0.328337116	3.700708E+18	1.190094327	0.818181818	2	2
302	2.546019019	0.9067401	1068472.728	67412.28997	0.177769572	2.062149E+18	1.197102447	0.636363636	2	1
303	5.746930239	1.190237974	797948.9055	152596.497	0.220800893	3.841713E+18	1.165831306	0.909090909	2	2
304	7.915292517	1.814682703	651617.8424	113429.2259	0.203395654	1.438153E+18	1.138977292	1	2	1
305	3.918448142	1.057998736	785200.5156	254414.5852	0.294249015	3.123550E+18	1.180393901	0.636363636	2	2
306	0.959955973	2.577303032	381960.7193	55707.36842	0.276627618	4.463421E+18	1.146839961	0.454545455	2	1
307	9.950617703	0.732243969	471324.7374	145573.7496	0.165047061	3.152489E+17	1.148361894	0.818181818	1	1
308	1.740549589	1.490777376	588822.7656	92033.07645	0.241843942	3.336854E+18	1.133003305	0.636363636	2	2
309	8.279091488	1.37786463	729938.4492	39524.28047	0.329313033	2.298735E+18	1.143312928	0	2	1
310	6.842804754	2.019605236	327894.1283	238429.2472	0.227310685	6.385313E+17	1.169648374	1	2	2
311	0.068870473	0.583603675	1009890.677	129414.5614	0.136296249	4.072440E+18	1.100499693	0.090909091	1	2
312	2.851937881	1.154941885	412570.3186	215972.229	0.21886291	4.740358E+18	1.180397441	0.909090909	1	1
313	6.062158449	0.93255231	546038.1955	273706.9691	0.262097932	1.761966E+18	1.133905366	0.363636364	1	2
314	7.73237685	1.004731427	954095.077	228613.9416	0.229644565	4.586225E+18	1.16095473	0.090909091	2	1
315	4.184074115	1.867948101	482914.6953	71716.09571	0.140497862	1.100753E+18	1.184458613	0.272727273	2	2
316	0.927794157	1.227254891	887326.4188	277940.0008	0.182878779	1.559932E+18	1.161720446	0.090909091	2	1
317	3.711133595	0.782345301	690212.7989	35286.86745	0.100092848	2.377869E+18	1.143045309	0.454545455	1	1
318	5.515715543	1.576740127	369928.5395	116776.7151	0.297078932	4.199474E+18	1.100165333	0.272727273	1	2
319	8.618557483	2.187815844	426165.0877	293990.7332	0.115563239	3.875643E+18	1.178662005	0.636363636	2	2
320	6.269273618	0.669554987	828599.9844	87832.74204	0.193560459	3.734747E+18	1.167488571	0.454545455	1	1
321	0.568861905	1.933651756	509005.8284	212497.2886	0.282545972	2.100913E+18	1.079433394	0.727272727	2	1
322	9.09170357	1.101685757	643860.8699	258618.778	0.155964499	2.602757E+18	1.142852852	0.636363636	2	2
323	2.287273749	0.851872262	314741.7717	181372.4358	0.319012443	8.243647E+17	1.134075619	0.727272727	1	2
324	8.077180253	1.111070987	997126.993	278575.1982	0.1195348	1.861038E+18	1.062181091	1	2	1
325	3.756220292	2.513058844	465082.3774	148598.6306	0.270322121	2.627131E+18	1.158534825	0.909090909	2	2
326	6.957130465	1.752875195	595083.4336	71360.45969	0.197044959	8.020051E+17	1.126638007	0.727272727	2	1
327	1.13099583	0.858818213	867701.1931	229245.6026	0.286535837	4.887482E+18	1.149796302	0.272727273	2	2
328	3.289368488	1.417568405	657884.6373	117523.212	0.248617726	3.900712E+18	1.132490042	0.454545455	2	1
329	5.235552464	0.661471678	375724.4386	36037.94691	0.171866971	2.078956E+18	1.068051437	0.454545455	1	1
330	8.421464197	2.092006745	418806.5993	213194.2867	0.233147369	2.402018E+18	1.156803392	0.909090909	2	2
331	4.744978135	0.789159448	943011.9613	87411.78199	0.144520692	3.435857E+18	1.197269074	0.636363636	2	1
332	0.220401003	2.308400143	539771.4006	294692.4345	0.186399901	4.176899E+18	1.131725755	1	2	2
333	8.88841575	0.997043593	601010.4321	181070.8811	0.25485545	1.125599E+18	1.131177533	0.090909091	1	2
334	1.942384832	1.217523897	334136.4883	258312.6489	0.211574086	2.903849E+18	1.178157817	0.545454545	1	1
335	4.354790132	1.163272408	765923.4526	168396.2153	0.176571858	9.983449E+17	1.175948487	0.727272727	2	1
336	7.393960126	0.942662335	1098910.678	254112.5739	0.223295179	2.824789E+18	1.188523344	0.272727273	2	2
337	0.76772135	1.669033274	363695.314	113982.547	0.132786121	1.739387E+18	1.141581472	0.818181818	2	1
338	9.591084828	1.370638474	476675.3897	91616.23024	0.306242585	3.638111E+18	1.168975943	0.909090909	2	2
339	1.551915281	0.574465698	556928.2159	145152.2002	0.109210388	6.163547E+17	1.159834718	0.727272727	1	2
340	8.467659317	0.742222191	724406.3186	130165.1801	0.199398465	4.373532E+18	1.106691785	0.090909091	1	1
341	6.410139336	2.395415392	320981.0773	184381.0906	0.123743679	3.314499E+18	1.120667126	0.090909091	2	1
342	2.586370499	1.049256235	432398.3133	274338.0447	0.310317361	1.463218E+18	1.174508021	0.818181818	1	2
343	5.62569276	1.301375088	502742.0819	216608.0159	0.147315773	4.441469E+18	1.16943804	0.181818182	2	2
344	4.036321442	0.896761909	515490.3708	46961.51237	0.217714849	3.722921E+18	1.167955913	0.181818182	1	1
345	7.086017313	1.182830305	444656.7951	105217.686	0.264761806	6.976491E+17	1.148926018	0.727272727	1	2
346	9.908409705	0.555978865	1029366.536	208536.7191	0.332268387	9.155857E+17	1.129631175	0.545454545	1	1
347	3.253417499	1.987638143	308234.9855	83369.58819	0.181312666	4.996411E+18	1.140268191	1	2	1
348	1.858713089	1.413391292	712048.5615	297902.1225	0.135559832	2.736170E+18	1.100557845	0.272727273	2	2
349	8.160746179	1.521961758	569187.4517	247084.5022	0.165842221	1.697735E+18	1.153532173	0.636363636	2	1
350	0.111203059	0.692103047	489421.3809	193022.3231	0.238829272	4.672470E+18	1.169485208	0.727272727	1	2
351	8.944046106	2.613365279	351436.7435	282444.5789	0.202248266	4.212235E+17	1.138838321	1	2	2
352	5.944123606	1.026550748	753273.4986	67714.29472	0.12837913	2.361057E+18	1.187211091	0.454545455	2	1
353	2.139463865	1.787593474	683728.1678	224192.0182	0.279290963	3.399621E+18	1.115455016	0.636363636	2	2
354	7.770000147	0.811856932	346779.5944	157102.2658	0.153362281	3.985248E+18	1.086941469	0.818181818	1	1
355	0.814816321	1.133782627	613362.0953	80388.94421	0.320098276	2.159976E+18	1.130597882	0.181818182	2	1
356	9.490441342	1.905897232	527127.6247	124978.8224	0.118518185	2.858718E+18	1.151012521	0.363636364	2	2
357	3.597844995	0.637721727	810661.4728	234413.7111	0.2675624	1.777967E+18	1.133891809	0.818181818	1	2
358	1.280220472	2.223472349	406457.318	44009.2012	0.281810106	1.037108E+18	1.140130691	0.636363636	2	1
359	4.427386886	1.603695459	388073.81	204303.4156	0.103047408	1.360427E+18	1.160695485	0.818181818	2	2
360	6.382723732	0.746416949	670528.5033	285260.1702	0.29634331	3.135162E+18	1.10658759	0.363636364	1	1
361	9.204863186	1.263446977	855448.0467	59599.08325	0.228499359	3.203080E+18	1.180283435	0.363636364	2	1
362	5.916770701	1.836633943	452439.3734	249937.6792	0.334628016	4.262295E+18	1.144834672	0.636363636	2	2
363	2.249525893	0.977512489	984387.0912	109454.8559	0.185539799	2.236577E+17	1.146391531	0	2	1
364	7.994026139	2.260830191	498007.199	115394.8775	0.177383815	1.188708E+18	1.117171414	0.818181818	2	2
365	6.893537999	0.606527247	894203.5383	194990.2348	0.131754206	1.629027E+18	1.175340981	0.818181818	1	2
366	1.194938249	2.004593498	568384.5369	38117.1011	0.220600666	3.009142E+18	1.17242663	0.545454545	2	1
367	9.715624545	1.165734745	678257.5298	150734.3851	0.2140279	2.311008E+18	1.111103659	1	2	2
368	1.661807776	0.913848646	361577.3726	69274.40249	0.260838965	4.137447E+18	1.153366539	0.181818182	1	1
369	8.357824066	1.077263957	919686.5907	54167.84203	0.287831965	6.755960E+17	1.124642855	1	2	1
370	4.808891925	1.80438426	442328.7136	178939.4963	0.198560642	3.813598E+18	1.113885964	0.272727273	2	2
371	0.303853792	1.297641272	840454.5775	99278.21694	0.124800998	3.653842E+18	1.19566399	0.090909091	2	1
372	3.086926118	0.708761414	637084.4726	215335.2461	0.161913101	2.685896E+18	1.104998555	0.909090909	1	2
373	6.140895647	1.505294697	304336.8105	292601.1697	0.235133926	9.123377E+17	1.149759568	0.818181818	1	1
374	7.654862851	1.45091549	795596.3401	202693.296	0.271132247	3.188086E+18	1.196132188	0.909090909	2	2
375	7.467376611	1.956606832	399790.5737	147225.9551	0.285505753	4.546523E+18	1.167873878	0.090909091	2	1
376	0.69403359	0.654507874	1063011.971	288367.8605	0.194352278	1.366334E+18	1.107111293	0.909090909	2	2
377	3.47736811	1.082949559	459448.8602	58405.00963	0.157049289	2.484063E+17	1.130327113	0.818181818	1	2
378	5.438196925	0.862697922	580380.0922	111915.7936	0.324021176	3.274846E+18	1.153477258	0.181818182	1	1
379	8.54104721	1.887178716	623526.3279	272184.7811	0.14158265	3.551198E+18	1.130178948	0	2	1
380	4.542352725	0.994463205	738286.4995	163409.0409	0.232311378	2.213271E+18	1.112683666	0.454545455	2	2
381	0.335097613	2.64772696	341332.5598	218678.6239	0.33855027	5.716337E+17	1.180583744	0.636363636	2	1
382	9.325473381	0.796829311	405677.9113	240073.7268	0.106976588	4.823516E+18	1.156569348	0.272727273	1	2
383	2.364797578	1.553290633	535736.9509	182319.4454	0.300038715	1.849957E+18	1.103121357	0.727272727	2	2
384	7.962805077	0.610770349	548386.1478	81224.5247	0.24504785	4.656383E+17	1.179354415	0.181818182	1	1
385	1.012502885	1.468277526	418035.6653	139507.043	0.168061432	3.486218E+18	1.14000247	0.272727273	2	1
386	9.990995768	1.702042606	328682.6916	49113.44868	0.266510572	1.588066E+18	1.182088181	0.272727273	1	2
387	3.170569697	0.842155304	1009112.902	175291.5568	0.115847705	2.972905E+18	1.168173934	0.636363636	2	2
388	5.120872634	1.127725202	726028.0207	264699.6556	0.282613137	1.147637E+18	1.176377663	0.909090909	2	1
389	4.859486583	1.268068127	592735.5545	280296.5134	0.251043402	4.890454E+18	1.18882536	0.636363636	2	2
390	6.809941824	0.946507028	472098.8171	226257.4281	0.207996042	1.911037E+18	1.104526483	0.727272727	1	1
391	2.831243798	2.358812984	387432.9202	249241.6594	0.229577048	3.762882E+18	1.159013677	0.636363636	2	1
392	2.056587434	0.772067975	782850.346	33457.70259	0.333799577	3.922527E+18	1.155992232	0.181818182	2	2
393	4.155900879	0.557501878	317079.0071	122839.1743	0.30981252	2.527965E+18	1.135015799	0.272727273	1	2
394	7.2007175	1.387593343	649336.862	46099.66895	0.113015985	4.348545E+18	1.157846969	0.545454545	2	1
395	9.398148048	0.892253421	827811.4684	267658.9204	0.180259007	4.435286E+18	1.136561451	0.545454545	2	2
396	3.690478706	1.6519382	509783.5556	159234.8822	0.329596076	1.250374E+18	1.158210115	0.636363636	2	1
397	5.480256197	2.47794276	430075.4681	78306.0252	0.136364694	3.076666E+18	1.154340709	1	2	2
398	1.353330682	1.213688857	907334.9245	222020.2764	0.227217934	1.410019E+18	1.138550809	0.454545455	2	1
399	8.666109527	1.318165323	373830.5161	171091.4841	0.314129468	2.753146E+18	1.14774353	0.090909091	1	1
400	0.621445628	1.032457434	690997.4286	252024.984	0.150893877	9.737282E+17	1.198121841	0.090909091	2	2
401	5.824448816	0.691384971	951755.4335	143711.497	0.276343994	3.585127E+18	1.127732072	0	2	1
402	2.342111901	2.122279435	485264.9122	283182.3112	0.12754886	2.251851E+18	1.155899637	0.181818182	2	2
403	8.103254074	2.116770432	586956.0536	133694.496	0.264011436	4.336298E+18	1.098696545	0.090909091	2	1
404	3.8133456	0.679969134	850248.3521	293194.0498	0.114564326	3.030235E+17	1.116796455	0.181818182	1	2
405	1.143188181	2.40073181	454464.763	85984.445	0.217059255	2.561570E+18	1.196333088	0.363636364	2	2
406	9.821249915	1.039736517	392249.4968	98420.90057	0.225485058	3.063413E+18	1.159096772	0.272727273	1	1
407	1.615911112	1.327784801	672603.0549	54893.06384	0.182467902	1.285023E+18	1.093637286	1	2	1
408	8.364419788	1.204448713	808636.0354	68285.75737	0.14887578	4.727838E+18	1.134035035	0.545454545	2	2
409	6.679356119	1.642639075	411656.8696	275561.2761	0.167000745	2.786456E+18	1.136930628	0.636363636	2	1
410	0.159232703	0.884627963	926535.346	151327.2643	0.315671431	1.701547E+18	1.174924122	0.818181818	2	2
411	3.000889176	1.392829373	347878.7756	195715.4575	0.278544681	2.238307E+18	1.140509154	0.090909091	1	2
412	6.206075815	0.569164666	618512.485	243420.8817	0.201588469	4.059910E+18	1.110067596	0.090909091	1	1
413	7.505218366	0.766987618	1081549.835	183044.9259	0.170263027	2.440350E+18	1.184154433	0.454545455	2	1
414	4.328066621	2.029758268	355855.1405	41365.37602	0.32081598	3.473697E+18	1.152078001	1	2	2
415	0.705671948	1.590514298	752029.4067	239216.6691	0.243307623	4.214053E+18	1.153232001	0.272727273	2	1
416	3.547609821	0.95588842	573556.6868	72486.1036	0.280595965	4.600794E+18	1.123663561	0.545454545	1	2
417	5.347155493	1.275571133	491301.9074	164002.1773	0.117388748	1.622404E+18	1.155563495	1	2	2
418	8.493996456	2.554231591	309479.2206	256784.0324	0.295125131	1.898811E+18	1.196626171	0.272727273	2	1
419	4.672256408	1.120601498	1027534.552	111058.735	0.206264072	2.665529E+18	1.182569264	0.818181818	2	2
420	6.471954943	0.832427568	707630.2122	59130.48919	0.253251387	8.392389E+17	1.089502815	0	1	1
421	0.439569182	1.694845532	630349.4412	165279.8113	0.101922123	4.924076E+18	1.144701646	0.454545455	2	1
422	9.274858329	1.479834326	516783.7678	288960.9978	0.335348842	7.759071E+17	1.132426845	0.272727273	2	2
423	2.475160242	0.61609769	449613.8273	201704.909	0.138580681	3.797510E+18	1.130555264	0.545454545	1	2
424	7.814607704	1.564632087	437353.7242	32337.48694	0.196384047	4.513357E+18	1.100711029	1	2	1
425	1.025287958	0.802337236	504036.9093	120121.8609	0.269576498	1.538483E+18	1.169701726	0.090909091	1	1
426	3.24195829	1.239150258	719986.348	227642.0962	0.321834168	2.520463E+18	1.118974033	1	2	2
427	5.031278483	0.984918175	1040185.182	279043.9397	0.158774812	4.300025E+18	1.157983313	1	2	1
428	1.802161173	1.879898555	322226.7428	156546.9371	0.249803955	2.620992E+17	1.127972414	0.181818182	2	2
429	4.988400741	0.871996034	478554.295	266215.6368	0.187554022	5.381768E+17	1.197986795	0.363636364	1	2
430	6.777568033	1.090500569	561298.8815	174171.3423	0.234336713	3.563295E+18	1.123594762	0.272727273	2	1
431	8.955128777	0.649346227	764677.7393	138254.4681	0.301755974	2.895350E+18	1.138738427	0.909090909	1	1
432	6.000451562	2.167534488	368115.1414	209547.3851	0.254105796	4.836913E+18	1.185532654	0.090909091	2	2
433	4.128536347	1.510317151	606162.443	142458.6649	0.133472375	2.975664E+18	1.134799095	0.272727273	2	1
434	7.324565346	0.720606621	335234.239	95279.73959	0.326504297	1.200790E+18	1.167994216	0.181818182	1	2
435	9.502473949	1.288185432	938789.3537	253540.7075	0.259275921	3.828623E+17	1.131108958	0.363636364	2	2
436	3.659239933	2.589065006	424007.7721	106128.8692	0.108085818	4.102669E+18	1.193715887	0	2	1
437	5.610305083	1.795003882	540820.6569	63139.30357	0.305023233	2.324426E+18	1.193166768	0.090909091	2	2
438	1.306444502	1.069818919	821376.7985	169971.0119	0.216052311	3.362424E+18	1.17910657	0.363636364	2	1
439	8.674152538	0.921046798	659960.8101	223404.6872	0.1226149	2.000851E+18	1.198794605	0.909090909	2	2
440	0.477971411	1.175404512	379898.6949	266406.0894	0.289556581	3.825970E+18	1.146743007	1	1	1
441	9.143539909	1.999267236	467109.3883	188131.1172	0.148005321	8.778555E+17	1.133684153	1	2	1
442	2.694894234	0.59502835	996077.7843	44979.19556	0.237166615	4.957969E+18	1.138675879	0.818181818	1	2
443	5.891076105	1.35744885	862500.068	124354.8966	0.160356426	1.937538E+18	1.157317909	0.272727273	2	2
444	8.010598384	0.968123595	886272.233	258906.3001	0.31813978	3.513465E+18	1.189944848	0.272727273	2	1
445	3.905655062	1.829196873	551126.2447	100483.5148	0.169220127	2.174831E+18	1.172064418	0.363636364	2	2
446	1.215935994	1.255937053	953587.1319	180081.9781	0.154844762	5.350704E+17	1.080630514	0.272727273	2	1
447	3.432912023	0.751504293	368873.9607	131624.85	0.192806816	1.053007E+18	1.087165611	0.727272727	1	1
448	5.227573668	1.615473716	689704.5085	88136.74757	0.265763661	2.826714E+18	1.183760689	0.818181818	2	2
449	8.291350799	2.218079136	507952.0002	197781.2498	0.207339703	3.149722E+18	1.119940238	0.272727273	2	1
450	4.791933578	1.45614642	829056.0372	35049.04505	0.297834063	1.488281E+18	1.176762598	0.909090909	2	2
451	6.586748131	0.632386949	912340.7848	118116.8644	0.101095289	4.509889E+18	1.137949825	0	1	2
452	0.251570756	1.894406304	425657.548	241272.9491	0.250293205	1.329140E+18	1.152526308	0.454545455	2	1
453	8.76461338	1.140913828	315198.1944	229970.5671	0.183749268	4.277899E+18	1.107779063	0	1	1
454	6.113757431	1.71416651	717633.9002	149191.7601	0.139377991	3.236418E+18	1.158208644	0.090909091	2	2
455	1.969799274	0.82159159	644967.3409	277718.6545	0.230766019	2.451604E+18	1.088947569	0.545454545	1	2
456	7.588052384	1.778039965	382233.6547	74576.27753	0.111889956	7.122300E+17	1.148661635	0	2	1
457	4.245504921	1.019278584	1054977.247	217332.7226	0.262970368	3.850792E+18	1.085177467	1	2	2
458	7.445958056	1.338734711	784876.0694	273481.2432	0.21998242	2.072397E+18	1.09755435	0.454545455	2	1
459	9.623560961	0.703511452	587584.688	39282.07492	0.137049661	1.990389E+18	1.143016926	0.454545455	1	1
460	1.423108571	1.527404794	470999.1591	130758.5753	0.330317188	4.964096E+18	1.163663642	0.727272727	2	2
461	4.609244417	2.266064768	326656.8251	291048.1539	0.151582881	4.687342E+18	1.09926674	0.909090909	2	1
462	6.55481759	1.982468017	606946.2962	199568.0566	0.314846427	1.666759E+18	1.113710528	0.363636364	2	2
463	0.357055147	0.544323059	731227.2385	92340.93807	0.164044393	3.047581E+18	1.190978641	1	1	2
464	2.573673464	1.192063527	546311.8823	254705.968	0.126419709	3.415499E+18	1.176463563	0.454545455	2	1
465	5.773973737	0.904379869	413860.2646	167407.0551	0.29312733	3.892041E+17	1.147459264	1	1	1
466	3.925889498	1.310821371	401504.1318	66593.30735	0.221790754	1.770530E+18	1.178111315	0.818181818	1	2
467	7.136568113	1.056692291	533661.2549	154418.4134	0.178537764	4.750096E+18	1.083267562	0.272727273	1	1
468	9.939438577	1.493171603	743487.3385	194406.2179	0.110987239	4.063327E+18	1.196583079	0.818181818	2	2
469	5.104942922	2.133857587	339305.2628	122257.3863	0.213370846	3.622358E+18	1.085881149	0.545454545	2	1
470	1.728759515	0.73038648	1022910.11	245832.1852	0.303989718	2.288448E+18	1.127384896	0.545454545	2	2
471	8.251742171	0.585955548	458350.8234	299418.3599	0.274622854	3.345347E+18	1.119553861	0.363636364	1	2
472	0.040911401	1.376030705	575227.7952	207415.7308	0.197900474	3.249113E+17	1.131591032	0.909090909	2	1
473	9.028840919	1.659297538	665557.7546	264124.1989	0.236319868	4.473616E+18	1.164154428	0.545454545	2	2
474	2.88287238	0.935473745	797623.6848	103965.3699	0.145071171	1.288215E+18	1.146115403	0.090909091	2	1
475	6.093703895	1.153611618	1067235.055	48345.40806	0.312100596	3.113339E+18	1.15349088	0.909090909	2	2
476	2.07304629	2.453723289	394589.8777	176311.9595	0.16307108	1.447175E+18	1.188094443	0.727272727	2	1
477	7.704717598	1.22486993	632713.3302	108202.797	0.284290324	8.328366E+17	1.181650589	0.818181818	2	2
478	0.900745853	1.006598181	302457.4284	60983.23619	0.121318942	2.612403E+18	1.197054111	0.272727273	1	1
479	9.418995585	2.30295809	437909.1723	140392.1571	0.32473742	2.111124E+18	1.195110291	0.727272727	2	1
480	5.546350221	0.78364248	841700.5768	203182.6851	0.247120659	7.508467E+17	1.162523635	0	2	2
481	1.370062672	2.080599419	520693.4316	97428.90396	0.157739466	3.884685E+18	1.163179951	1	2	1
482	4.473195474	0.666642817	676962.9885	190202.0111	0.339270724	4.208022E+18	1.159561364	0.090909091	1	2
483	6.277014795	1.429298143	356622.2478	233161.6513	0.142268732	2.387586E+18	1.096717048	0.818181818	1	1
484	9.079613676	0.849511123	966229.3738	79268.21459	0.21006874	1.550835E+18	1.144213562	0.454545455	2	2
485	2.758560069	1.745258248	496761.0566	221343.3678	0.298819993	2.936308E+18	1.117084199	0.090909091	2	1
486	2.275793611	1.103510416	898623.0319	158618.7619	0.256822281	4.575958E+18	1.170125328	0.727272727	2	2
487	3.778286106	1.107336532	694961.1545	200128.7141	0.302805433	7.322486E+17	1.182672646	0.727272727	2	1
488	6.974470511	0.855184721	365204.215	289498.7283	0.109834855	3.744628E+18	1.133896411	1	1	2
489	3.306364596	2.184502356	475650.9522	168956.9957	0.328254247	1.855829E+18	1.089548863	0.818181818	2	2
490	5.257275496	1.92799995	557957.6114	254144.7955	0.131253657	4.871577E+18	1.145793244	0.545454545	2	1
491	1.580856154	0.666243751	879062.4605	113685.236	0.220165986	8.142294E+17	1.192667637	0.272727273	1	1
492	8.399550761	0.785361225	639698.4741	161367.5683	0.313721502	4.557066E+18	1.12401625	0.454545455	1	2
493	0.203519079	1.581632878	318880.1333	76191.62112	0.146723977	1.569443E+18	1.144679272	0.636363636	1	1
494	8.871267301	1.86305432	434014.7937	129142.7167	0.288276151	3.430647E+18	1.116082638	0.181818182	2	2
495	3.045180386	1.001716854	903580.7194	238687.3202	0.199056263	2.406184E+18	1.120480632	0.272727273	2	1
496	6.241211323	1.222359887	836278.0275	184612.2263	0.275803277	4.189120E+18	1.159269118	0.454545455	2	2
497	7.539743504	1.158486376	463865.6817	242887.6483	0.247334256	2.269556E+18	1.133438209	0.727272727	1	2
498	0.750573529	0.937973113	596305.0924	197287.1534	0.174087786	4.081935E+18	1.167321544	0.727272727	1	1
499	3.592506568	1.374321877	781233.7914	148697.0226	0.122004979	4.768695E+18	1.165836567	0.636363636	2	1
500	5.381676096	0.578179974	1060157.601	71987.42659	0.285002998	1.751628E+18	1.199329591	0.545454545	2	2
501	1.530000025	2.016061776	376650.4573	228356.3828	0.193915262	2.808903E+18	1.199890683	0.363636364	2	1
